t,ax,ay,az,gx,gy,gz
28572244.0,-0.0205,0.0098,-1.062,0.095,-0.029,0.649
28585244.0,-0.019,0.0,-1.0679,0.095,-0.09,0.71
28598244.0,-0.022,0.0024,-1.0615,0.034,-0.09,0.649
28611244.0,-0.0142,0.0039,-1.0635,-0.088,-0.09,0.649
28624244.0,-0.0127,0.0034,-1.0615,0.156,-0.029,0.466
28637244.0,-0.0225,0.0049,-1.064,-0.149,-0.029,0.954
28650244.0,-0.0225,0.0044,-1.0659,-0.149,0.154,0.71
28663244.0,-0.02,0.0015,-1.0601,0.095,-0.029,0.71
28676244.0,-0.0225,-0.001,-1.0605,0.095,0.154,0.649
28689244.0,-0.019,0.002,-1.0625,0.095,0.215,0.466
28702244.0,-0.019,0.002,-1.0605,-0.149,-0.029,0.771
28715244.0,-0.0186,0.0015,-1.0645,-0.027,-0.151,0.588
28728244.0,-0.0205,0.0024,-1.0596,-0.149,-0.273,0.71
28741244.0,-0.0161,0.0029,-1.0615,0.095,0.032,0.588
28754244.0,-0.0186,0.0059,-1.0615,-0.088,-0.151,0.71
28767244.0,-0.0205,0.0034,-1.0649,0.034,-0.151,0.649
28780244.0,-0.0234,0.0068,-1.0674,-0.027,-0.029,0.71
28793244.0,-0.0225,0.001,-1.0693,-0.088,0.093,0.893
28806244.0,-0.022,0.0034,-1.0571,-0.088,-0.151,0.771
28819244.0,-0.0215,0.0054,-1.064,0.156,-0.09,0.527
28832244.0,-0.019,0.0049,-1.0581,0.095,-0.029,0.771
28845244.0,-0.0234,0.002,-1.0601,-0.149,0.093,0.649
28858244.0,-0.019,0.0015,-1.063,0.095,-0.212,0.771
28871244.0,-0.0161,0.0039,-1.0645,-0.149,-0.029,0.466
28884244.0,-0.0215,0.0,-1.0688,0.034,0.215,0.71
28897244.0,-0.0166,0.0029,-1.0635,-0.149,0.093,0.527
28910244.0,-0.0234,0.001,-1.0649,-0.027,-0.212,0.832
28923244.0,-0.0205,0.0039,-1.0615,-0.027,-0.09,0.466
28936244.0,-0.02,0.0054,-1.062,-0.088,0.032,0.71
28949244.0,-0.0215,0.0039,-1.0674,-0.027,-0.151,0.649
28962244.0,-0.0225,0.002,-1.0566,-0.088,-0.212,0.588
28975244.0,-0.0171,0.002,-1.0669,0.095,-0.029,0.771
28988244.0,-0.022,0.002,-1.0615,-0.027,-0.09,0.527
29001244.0,-0.0195,0.0059,-1.0654,-0.027,-0.029,0.832
29014244.0,-0.0225,0.0039,-1.0601,-0.027,-0.029,0.588
29027244.0,-0.0239,0.0015,-1.0615,-0.271,0.032,0.527
29040244.0,-0.021,0.0049,-1.062,-0.149,-0.212,0.649
29053244.0,-0.019,0.0044,-1.0625,-0.088,-0.029,0.527
29066244.0,-0.0244,0.0,-1.0679,0.156,0.093,0.527
29079244.0,-0.0239,0.001,-1.0615,-0.088,-0.212,0.832
29092244.0,-0.0161,0.0015,-1.0664,0.034,0.093,1.015
29105244.0,-0.0166,0.0039,-1.0713,0.156,-0.029,0.771
29118244.0,-0.0239,0.0015,-1.064,0.156,-0.151,0.588
29131244.0,-0.0215,0.0034,-1.0625,-0.271,-0.09,0.588
29144244.0,-0.022,0.0044,-1.0659,0.034,0.215,0.588
29157244.0,-0.0205,0.0015,-1.0664,-0.027,0.093,0.649
29170244.0,-0.0156,0.0029,-1.0635,-0.088,-0.212,0.649
29183244.0,-0.022,0.002,-1.062,-0.088,0.154,0.832
29196244.0,-0.0229,0.0034,-1.0586,-0.027,0.093,0.649
29209244.0,-0.0215,0.0015,-1.0581,0.095,0.337,0.832
29222244.0,-0.0239,0.0034,-1.063,0.095,0.032,0.71
29235244.0,-0.0186,0.0049,-1.061,-0.149,0.032,0.588
29248244.0,-0.0205,0.0078,-1.063,0.034,0.032,0.71
29261244.0,-0.0205,0.0059,-1.0654,-0.21,-0.029,0.588
29274244.0,-0.022,0.0024,-1.0581,-0.088,-0.09,0.649
29287244.0,-0.0205,0.0044,-1.0659,-0.149,0.032,0.527
29300244.0,-0.0195,0.0029,-1.0635,0.034,-0.029,0.832
29313244.0,-0.02,0.0054,-1.0688,-0.088,0.032,0.649
29326244.0,-0.019,0.0054,-1.0688,0.034,-0.151,0.588
29339244.0,-0.021,0.0024,-1.0649,0.034,-0.029,0.832
29352244.0,-0.0229,0.0005,-1.0596,-0.088,-0.09,0.832
29365244.0,-0.0225,0.0024,-1.0645,0.034,0.032,0.71
29378244.0,-0.02,0.0015,-1.0615,-0.088,-0.029,0.771
29391244.0,-0.02,0.0049,-1.0635,-0.149,-0.212,0.649
29404244.0,-0.0156,0.0039,-1.061,0.034,0.154,0.771
29417244.0,-0.0161,0.0054,-1.064,0.034,-0.09,0.588
29430244.0,-0.0215,0.0034,-1.061,-0.21,-0.151,0.527
29443244.0,-0.0225,0.0039,-1.0635,-0.027,0.154,0.71
29456244.0,-0.0244,0.0029,-1.0679,0.034,-0.212,0.649
29469244.0,-0.019,0.0063,-1.0581,-0.149,0.093,0.649
29482244.0,-0.0195,0.001,-1.0698,-0.332,-0.212,0.649
29495244.0,-0.02,0.0029,-1.0698,0.034,-0.09,0.71
29508244.0,-0.022,0.0034,-1.0659,-0.088,-0.09,0.588
29521244.0,-0.0215,0.0049,-1.0659,-0.149,-0.151,0.588
29534244.0,-0.0205,0.0029,-1.0649,0.034,-0.09,0.588
29547244.0,-0.0229,-0.0005,-1.0645,-0.149,-0.029,0.466
29560244.0,-0.0205,0.0024,-1.0591,-0.21,0.154,0.954
29573244.0,-0.0239,0.0024,-1.0635,-0.21,-0.029,0.832
29586244.0,-0.0229,0.0015,-1.0649,-0.149,-0.212,0.71
29599244.0,-0.0225,0.0015,-1.0625,0.034,-0.212,0.527
29612244.0,-0.019,0.0029,-1.0625,-0.088,0.154,0.588
29625244.0,-0.0225,0.0044,-1.0645,0.034,0.032,0.588
29638244.0,-0.0215,0.0044,-1.0547,0.156,-0.09,0.588
29651244.0,-0.0244,0.0063,-1.0649,-0.149,-0.151,0.527
29664244.0,-0.0161,0.0034,-1.063,0.034,0.215,0.588
29677244.0,-0.0195,0.0059,-1.0669,-0.149,0.032,0.71
29690244.0,-0.0186,0.0044,-1.0596,-0.088,0.093,0.71
29703244.0,-0.021,0.0034,-1.0654,-0.088,-0.029,0.649
29716244.0,-0.0229,0.0029,-1.0635,-0.088,-0.029,0.71
29729244.0,-0.02,0.0024,-1.0581,-0.027,-0.151,0.588
29742244.0,-0.02,0.0044,-1.0625,-0.271,-0.273,0.771
29755244.0,-0.0205,0.0029,-1.061,0.218,-0.029,0.588
29768244.0,-0.021,0.0024,-1.0649,0.034,0.032,0.527
29781244.0,-0.0181,0.0063,-1.0605,-0.149,0.154,0.588
29794244.0,-0.0239,0.0005,-1.0635,0.156,0.032,0.832
29807244.0,-0.021,-0.0005,-1.0537,-0.088,-0.029,0.649
29820244.0,-0.0195,0.0015,-1.0679,-0.149,-0.151,0.71
29833244.0,-0.0195,0.001,-1.0649,-0.149,-0.029,0.588
29846244.0,-0.0225,-0.0015,-1.0664,-0.149,-0.151,0.71
29859244.0,-0.019,0.0024,-1.0615,-0.088,-0.151,0.588
29872244.0,-0.0161,-0.0034,-1.0605,-0.088,0.032,0.588
29885244.0,-0.021,0.0049,-1.0615,0.095,-0.029,0.649
29898244.0,-0.0195,0.0034,-1.0669,0.034,-0.09,0.466
29911244.0,-0.0181,0.002,-1.062,-0.21,0.093,0.649
29924244.0,-0.0205,0.0039,-1.0581,-0.027,0.093,0.527
29937244.0,-0.0186,0.0029,-1.062,0.218,0.032,0.71
29950244.0,-0.022,0.0063,-1.0625,-0.027,0.093,0.649
29963244.0,-0.0215,0.0063,-1.0615,0.034,-0.151,0.771
29976244.0,-0.0171,0.0034,-1.064,-0.149,-0.151,0.771
29989244.0,-0.019,0.002,-1.061,-0.027,0.032,0.344
30002244.0,-0.022,-0.0005,-1.0635,0.034,0.032,0.649
30015244.0,-0.0181,0.0044,-1.0596,-0.027,0.093,0.649
30028244.0,-0.021,0.001,-1.0664,0.034,-0.09,0.71
30041244.0,-0.0171,0.0005,-1.0591,-0.027,-0.029,0.588
30054244.0,-0.0166,0.0029,-1.0615,0.095,0.154,0.771
30067244.0,-0.0205,0.002,-1.0576,0.218,-0.029,0.649
30080244.0,-0.0181,0.0034,-1.0674,-0.088,0.032,0.893
30093244.0,-0.0181,0.0059,-1.0635,-0.332,0.093,0.649
30106244.0,-0.0181,0.0024,-1.0669,-0.149,-0.151,0.527
30119244.0,-0.0225,0.0044,-1.0635,0.095,0.154,0.649
30132244.0,-0.0215,0.0029,-1.0605,0.034,-0.029,0.649
30145244.0,-0.0205,0.0054,-1.0625,0.095,-0.09,0.588
30158244.0,-0.0181,0.0044,-1.0649,0.095,0.032,0.588
30171244.0,-0.0186,0.0024,-1.061,0.034,-0.09,0.771
30184244.0,-0.022,0.0024,-1.0645,0.156,-0.151,0.344
30197244.0,-0.022,0.0044,-1.0635,-0.393,0.093,0.71
30210244.0,-0.022,0.0063,-1.0664,-0.271,0.154,0.588
30223244.0,-0.019,0.0044,-1.0635,0.034,0.032,0.71
30236244.0,-0.02,0.0039,-1.0601,0.218,0.032,0.466
30249244.0,-0.021,0.0039,-1.0659,-0.027,-0.09,0.466
30262244.0,-0.0205,0.0034,-1.0605,-0.21,0.032,0.649
30275244.0,-0.019,0.0,-1.0625,-0.271,0.032,0.527
30288244.0,-0.0244,0.0034,-1.0615,-0.088,-0.09,0.466
30301244.0,-0.022,0.0039,-1.0645,-0.21,-0.334,0.527
30314244.0,-0.019,0.0029,-1.0596,-0.21,0.276,0.405
30327244.0,-0.0205,0.0054,-1.064,-0.21,-0.09,0.771
30340244.0,-0.0181,0.0034,-1.0591,-0.271,0.032,0.527
30353244.0,-0.02,0.0034,-1.0654,0.095,0.093,0.588
30366244.0,-0.0181,0.0068,-1.0649,0.095,-0.09,0.527
30379244.0,-0.02,0.0039,-1.0635,0.034,0.032,0.588
30392244.0,-0.021,0.0073,-1.0659,-0.454,0.093,0.771
30405244.0,-0.02,0.002,-1.0664,0.034,-0.151,0.649
30418244.0,-0.0161,0.0024,-1.0635,-0.21,-0.273,0.649
30431244.0,-0.0215,0.0039,-1.0635,-0.21,0.032,0.71
30444244.0,-0.019,0.0054,-1.064,0.034,0.154,0.527
30457244.0,-0.021,0.0039,-1.0635,-0.027,0.032,0.771
30470244.0,-0.02,0.002,-1.0645,-0.027,-0.029,0.71
30483244.0,-0.0195,0.0059,-1.0571,0.156,-0.029,0.649
30496244.0,-0.0205,0.0034,-1.063,-0.027,0.154,0.588
30509244.0,-0.0181,0.0054,-1.0659,-0.027,-0.09,0.649
30522244.0,-0.0225,0.0054,-1.062,0.156,-0.151,0.649
30535244.0,-0.0181,0.0024,-1.061,0.034,0.154,0.588
30548244.0,-0.019,0.0029,-1.0615,-0.088,0.093,0.405
30561244.0,-0.0181,0.0,-1.0698,0.034,-0.029,0.588
30574244.0,-0.0186,0.0049,-1.0591,-0.088,-0.029,0.466
30587244.0,-0.0225,0.001,-1.0596,0.218,0.154,0.466
30600244.0,-0.02,0.0044,-1.0615,-0.149,-0.09,0.527
30613244.0,-0.022,0.0015,-1.0664,0.156,0.093,0.588
30626244.0,-0.0205,0.001,-1.0659,0.095,-0.029,0.588
30639244.0,-0.021,0.0015,-1.0605,-0.088,-0.151,0.71
30652244.0,-0.0225,0.0034,-1.0645,-0.088,-0.09,0.588
30665244.0,-0.021,0.0039,-1.0571,-0.027,0.032,0.71
30678244.0,-0.0215,0.001,-1.0688,0.034,-0.212,0.405
30691244.0,-0.0205,0.0044,-1.0698,-0.027,-0.029,0.71
30704244.0,-0.02,-0.001,-1.0654,-0.21,-0.151,0.527
30717244.0,-0.0186,0.0005,-1.0674,-0.027,0.093,0.344
30730244.0,-0.0171,0.002,-1.0664,-0.027,-0.151,0.771
30743244.0,-0.0176,0.0049,-1.064,0.156,0.032,0.588
30756244.0,-0.021,0.0024,-1.0674,0.218,0.032,0.832
30769244.0,-0.0215,0.0054,-1.0654,-0.027,0.032,0.771
30782244.0,-0.0195,0.0049,-1.0645,-0.21,-0.029,0.771
30795244.0,-0.0186,0.0063,-1.0635,-0.21,-0.151,0.527
30808244.0,-0.0186,0.002,-1.0659,-0.088,0.093,0.588
30821244.0,-0.02,0.0039,-1.0576,-0.088,-0.151,0.588
30834244.0,-0.0215,0.002,-1.064,-0.088,-0.029,0.649
30847244.0,-0.019,0.0054,-1.0591,-0.088,-0.029,0.71
30860244.0,-0.0244,0.0063,-1.063,0.034,-0.09,0.649
30873244.0,-0.02,0.0024,-1.0674,-0.088,-0.029,0.954
30886244.0,-0.0225,-0.0005,-1.0625,-0.088,-0.09,0.588
30899244.0,-0.0195,0.0034,-1.0645,0.034,0.032,0.588
30912244.0,-0.0195,0.0015,-1.0581,-0.027,-0.151,0.649
30925244.0,-0.0161,0.0063,-1.0649,-0.149,0.093,0.527
30938244.0,-0.0195,0.0044,-1.0605,-0.149,0.093,0.893
30951244.0,-0.019,0.0015,-1.0552,-0.088,-0.09,0.71
30964244.0,-0.02,0.0024,-1.0669,-0.21,-0.09,0.771
30977244.0,-0.0225,0.0039,-1.0625,-0.149,0.093,0.588
30990244.0,-0.0195,0.0059,-1.0674,0.095,0.032,0.527
31003244.0,-0.0195,0.0054,-1.0684,0.034,-0.212,0.771
31016244.0,-0.0186,0.0039,-1.063,-0.21,-0.151,0.71
31029244.0,-0.0195,0.0029,-1.0659,-0.21,0.032,0.832
31042244.0,-0.019,0.0034,-1.0669,-0.027,-0.212,0.527
31055244.0,-0.02,0.0024,-1.0649,-0.027,-0.273,0.71
31068244.0,-0.0171,0.0039,-1.0654,0.095,-0.151,0.466
31081244.0,-0.0205,0.0044,-1.0645,-0.149,0.032,0.649
31094244.0,-0.0229,0.0044,-1.0645,0.156,-0.09,0.649
31107244.0,-0.0234,0.002,-1.0635,0.034,0.093,0.71
31120244.0,-0.019,0.0039,-1.0703,-0.088,-0.273,0.527
31133244.0,-0.019,0.0029,-1.0674,0.095,0.215,0.649
31146244.0,-0.0225,0.0024,-1.0625,-0.393,-0.09,0.832
31159244.0,-0.0234,0.0024,-1.0664,-0.149,-0.09,0.527
31172244.0,-0.0254,0.0024,-1.0615,-0.21,-0.029,0.771
31185244.0,-0.0195,0.0049,-1.0698,-0.21,0.093,0.649
31198244.0,-0.0195,0.0024,-1.061,-0.088,-0.151,0.832
31211244.0,-0.021,0.0044,-1.0635,-0.271,0.032,0.893
31224244.0,-0.0239,0.0039,-1.0654,0.034,-0.029,0.893
31237244.0,-0.0195,-0.001,-1.0615,-0.088,0.154,0.527
31250244.0,-0.0195,0.0054,-1.0649,-0.088,0.093,0.649
31263244.0,-0.021,0.0044,-1.0591,-0.149,-0.151,0.588
31276244.0,-0.0186,0.0044,-1.0649,0.034,0.032,0.71
31289244.0,-0.0205,0.0039,-1.0649,-0.088,0.032,0.893
31302244.0,-0.0176,0.002,-1.063,0.034,0.154,0.466
31315244.0,-0.02,0.0,-1.064,0.156,-0.151,0.588
31328244.0,-0.021,0.0029,-1.0601,-0.088,-0.09,0.527
31341244.0,-0.0215,0.0093,-1.0654,-0.149,-0.09,0.649
31354244.0,-0.0234,0.0044,-1.0645,-0.088,0.032,0.588
31367244.0,-0.0229,0.0044,-1.061,-0.088,-0.212,0.71
31380244.0,-0.0171,0.0,-1.0615,-0.149,-0.151,0.71
31393244.0,-0.02,0.0,-1.0649,-0.088,0.032,0.649
31406244.0,-0.019,0.0024,-1.0645,-0.027,-0.029,0.588
31419244.0,-0.0215,0.0039,-1.0615,-0.21,0.093,0.588
31432244.0,-0.0225,0.0024,-1.0596,0.156,-0.151,0.588
31445244.0,-0.0215,0.002,-1.0601,-0.149,-0.029,0.832
31458244.0,-0.0181,0.0054,-1.0669,0.156,-0.151,0.71
31471244.0,-0.0161,0.0059,-1.0679,0.034,-0.029,0.893
31484244.0,-0.021,0.0034,-1.0586,-0.088,-0.212,0.588
31497244.0,-0.0186,0.0024,-1.063,0.034,0.032,0.588
31510244.0,-0.0181,0.0024,-1.0679,0.095,-0.09,0.832
31523244.0,-0.0229,0.0054,-1.0591,-0.088,0.032,0.71
31536244.0,-0.0229,0.0044,-1.0679,0.095,-0.029,0.893
31549244.0,-0.0205,0.0054,-1.0635,-0.027,-0.09,0.71
31562244.0,-0.0186,0.0024,-1.0586,0.095,0.093,0.649
31575244.0,-0.0171,0.0044,-1.0586,-0.027,0.154,0.649
31588244.0,-0.0215,0.0015,-1.063,0.034,0.154,0.649
31601244.0,-0.0176,0.0073,-1.064,-0.027,0.032,0.832
31614244.0,-0.02,0.0024,-1.063,-0.088,-0.212,0.832
31627244.0,-0.0171,0.0044,-1.0625,-0.088,-0.151,0.771
31640244.0,-0.0195,0.0044,-1.0591,0.095,0.154,0.527
31653244.0,-0.0205,0.0059,-1.0654,-0.21,-0.151,0.771
31666244.0,-0.0225,0.0024,-1.0615,0.095,-0.09,0.588
31679244.0,-0.0215,0.0068,-1.0659,-0.21,-0.029,0.832
31692244.0,-0.0161,0.0049,-1.0659,-0.027,0.215,0.405
31705244.0,-0.0171,0.0034,-1.0649,-0.027,-0.151,0.71
31718244.0,-0.0205,0.0039,-1.0625,-0.027,-0.09,0.588
31731244.0,-0.019,0.002,-1.0654,-0.21,-0.151,0.771
31744244.0,-0.0215,0.0034,-1.0713,-0.149,0.093,0.71
31757244.0,-0.02,0.0054,-1.063,0.034,-0.212,0.832
31770244.0,-0.0195,0.0073,-1.0615,-0.21,0.032,0.527
31783244.0,-0.0229,0.0034,-1.0679,-0.21,0.093,0.466
31796244.0,-0.0195,0.0044,-1.0615,0.034,-0.09,0.649
31809244.0,-0.021,0.0068,-1.0615,-0.027,0.032,0.649
31822244.0,-0.0215,0.0049,-1.0635,-0.271,-0.029,0.466
31835244.0,-0.0225,0.0024,-1.062,-0.027,-0.029,0.649
31848244.0,-0.019,0.001,-1.0732,0.034,0.093,0.649
31861244.0,-0.0166,0.0044,-1.0649,-0.027,0.154,0.649
31874244.0,-0.02,0.0039,-1.0591,-0.027,0.276,0.466
31887244.0,-0.0225,0.0024,-1.0684,-0.088,-0.151,0.649
31900244.0,-0.0186,0.0054,-1.0596,0.034,-0.212,0.527
31913244.0,-0.0195,0.0039,-1.0586,-0.149,0.093,0.649
31926244.0,-0.0205,0.001,-1.0586,-0.149,-0.273,0.649
31939244.0,-0.0239,0.0034,-1.0649,-0.027,-0.151,0.71
31952244.0,-0.02,0.0034,-1.0669,-0.027,-0.029,0.71
31965244.0,-0.0215,0.0,-1.064,-0.21,-0.395,0.771
31978244.0,-0.0259,0.0015,-1.0664,0.034,0.276,0.71
31991244.0,-0.022,0.001,-1.0601,0.156,0.032,0.71
32004244.0,-0.019,0.0044,-1.0659,-0.271,-0.029,0.527
32017244.0,-0.021,0.0,-1.0649,0.095,0.093,0.588
32030244.0,-0.021,0.0,-1.0684,0.095,0.093,0.71
32043244.0,-0.021,0.0015,-1.0659,-0.271,0.276,0.71
32056244.0,-0.021,0.0005,-1.0605,-0.088,0.032,0.405
32069244.0,-0.02,0.0059,-1.0615,-0.088,-0.212,0.588
32082244.0,-0.02,0.0049,-1.062,0.218,-0.029,0.466
32095244.0,-0.0176,0.0015,-1.063,-0.149,-0.273,0.466
32108244.0,-0.0195,0.0044,-1.0596,-0.027,-0.09,0.649
32121244.0,-0.0205,0.0049,-1.0615,0.034,0.093,0.588
32134244.0,-0.0161,0.0,-1.0669,-0.149,-0.151,0.771
32147244.0,-0.019,0.0005,-1.063,-0.088,-0.029,0.588
32160244.0,-0.019,0.0049,-1.063,-0.271,-0.029,0.649
32173244.0,-0.0225,0.001,-1.064,0.034,0.093,0.588
32186244.0,-0.0215,0.0034,-1.0645,0.156,-0.151,0.527
32199244.0,-0.0234,0.0,-1.0635,-0.271,-0.09,0.71
32212244.0,-0.0181,0.002,-1.061,-0.027,-0.029,0.649
32225244.0,-0.021,0.0029,-1.062,-0.027,0.093,0.588
32238244.0,-0.021,0.0034,-1.062,-0.027,0.154,0.466
32251244.0,-0.021,0.0049,-1.0664,-0.21,0.032,0.527
32264244.0,-0.0186,0.0005,-1.0586,-0.088,0.093,0.771
32277244.0,-0.0205,0.0015,-1.0654,-0.088,0.032,0.344
32290244.0,-0.02,-0.0029,-1.0635,0.401,-0.09,0.527
32303244.0,-0.0215,0.001,-1.0586,-0.21,0.032,0.71
32316244.0,-0.0225,0.0024,-1.0659,0.095,0.093,0.405
32329244.0,-0.0171,0.0039,-1.0591,-0.149,0.032,0.466
32342244.0,-0.022,0.001,-1.064,-0.027,0.032,0.649
32355244.0,-0.02,0.0024,-1.0586,-0.088,0.032,0.588
32368244.0,-0.019,0.0034,-1.0654,-0.088,0.093,0.832
32381244.0,-0.0225,0.0034,-1.0615,0.156,0.093,0.466
32394244.0,-0.022,0.0049,-1.0654,-0.149,0.032,0.649
32407244.0,-0.022,0.0054,-1.0669,0.034,-0.029,0.527
32420244.0,-0.02,0.0054,-1.0635,0.034,0.032,0.649
32433244.0,-0.0176,0.0039,-1.0698,-0.149,-0.09,0.71
32446244.0,-0.0205,0.0015,-1.0615,0.034,0.093,0.527
32459244.0,-0.0225,0.0054,-1.0571,-0.149,0.154,0.466
32472244.0,-0.0186,0.0078,-1.061,-0.027,0.032,0.832
32485244.0,-0.0234,0.0029,-1.0645,0.034,-0.029,0.466
32498244.0,-0.02,0.001,-1.0654,-0.149,-0.212,0.649
32511244.0,-0.021,0.0015,-1.0635,-0.027,-0.151,0.588
32524244.0,-0.0195,0.0029,-1.0625,-0.088,0.093,0.649
32537244.0,-0.0176,0.002,-1.0615,-0.21,0.032,0.588
32550244.0,-0.0225,0.0,-1.0654,0.095,0.032,0.71
32563244.0,-0.019,0.0039,-1.0557,0.034,-0.029,0.771
32576244.0,-0.0215,0.0054,-1.0684,-0.21,-0.029,0.71
32589244.0,-0.022,0.0039,-1.0581,0.095,0.032,0.588
32602244.0,-0.0229,0.0034,-1.0566,-0.088,0.154,0.466
32615244.0,-0.0215,0.0049,-1.0669,-0.149,0.154,0.466
32628244.0,-0.0249,0.0044,-1.0591,0.095,-0.029,0.588
32641244.0,-0.0229,0.0078,-1.0625,-0.027,-0.09,0.649
32654244.0,-0.0205,0.0024,-1.0654,-0.088,-0.029,0.466
32667244.0,-0.0254,0.0015,-1.0601,-0.088,-0.029,0.71
32680244.0,-0.0171,0.0029,-1.0649,-0.027,-0.029,0.893
32693244.0,-0.021,0.0005,-1.0645,-0.149,-0.151,0.771
32706244.0,-0.0176,0.0024,-1.061,0.34,0.032,0.71
32719244.0,-0.022,0.0024,-1.0615,-0.088,0.032,0.832
32732244.0,-0.02,0.0024,-1.0654,0.034,-0.212,0.71
32745244.0,-0.0254,0.0034,-1.0586,0.156,-0.212,0.893
32758244.0,-0.0181,0.0024,-1.0591,-0.088,-0.09,0.893
32771244.0,-0.0234,0.0029,-1.0605,0.095,-0.273,0.71
32784244.0,-0.0215,0.0039,-1.064,0.156,0.032,0.71
32797244.0,-0.0181,0.0044,-1.062,-0.027,0.154,0.588
32810244.0,-0.02,0.0049,-1.0591,-0.027,0.032,0.588
32823244.0,-0.0239,0.0039,-1.0664,-0.027,0.032,0.588
32836244.0,-0.0186,0.002,-1.0737,-0.027,-0.151,0.649
32849244.0,-0.021,0.0034,-1.061,0.218,0.154,0.71
32862244.0,-0.0181,0.0029,-1.0596,-0.027,0.154,0.527
32875244.0,-0.0225,0.0015,-1.0723,0.095,0.215,0.588
32888244.0,-0.022,0.0024,-1.0615,0.156,0.215,0.71
32901244.0,-0.022,0.0039,-1.0562,0.034,0.215,0.771
32914244.0,-0.0156,0.0005,-1.0664,0.034,0.337,0.466
32927244.0,-0.02,0.002,-1.0532,0.34,0.337,0.466
32940244.0,-0.0176,0.001,-1.0625,0.156,-0.029,0.405
32953244.0,-0.019,-0.0005,-1.0649,0.34,0.276,0.466
32966244.0,-0.02,0.0044,-1.0649,0.034,0.032,0.649
32979244.0,-0.0254,0.0059,-1.0698,-0.027,-0.029,0.71
32992244.0,-0.0205,0.0049,-1.0571,-0.027,-0.09,0.832
33005244.0,-0.0195,0.0015,-1.0586,0.095,0.093,0.649
33018244.0,-0.02,0.0039,-1.0625,0.095,-0.09,0.893
33031244.0,-0.0205,0.0039,-1.0649,-0.21,-0.029,0.832
33044244.0,-0.0249,0.0063,-1.063,-0.088,-0.151,0.832
33057244.0,-0.0151,0.0005,-1.0786,-0.21,0.032,0.71
33070244.0,-0.0229,0.0005,-1.061,-0.21,-0.09,0.588
33083244.0,-0.02,0.0015,-1.063,0.034,-0.09,0.771
33096244.0,-0.0195,0.0015,-1.0654,0.034,0.154,0.588
33109244.0,-0.022,0.0078,-1.0605,-0.088,0.093,0.71
33122244.0,-0.0176,0.0,-1.0615,-0.088,-0.029,0.771
33135244.0,-0.0205,0.0034,-1.0649,-0.088,0.032,0.649
33148244.0,-0.0205,0.0005,-1.0601,-0.149,-0.334,0.649
33161244.0,-0.019,0.0068,-1.0586,-0.027,-0.029,0.71
33174244.0,-0.0225,0.0049,-1.0669,-0.21,0.337,0.649
33187244.0,-0.02,0.0034,-1.0625,-0.393,0.093,0.527
33200244.0,-0.021,0.0034,-1.0649,0.095,-0.212,0.71
33213244.0,-0.0254,-0.0029,-1.0591,0.156,-0.212,0.954
33226244.0,-0.0205,0.0005,-1.0615,-0.21,-0.09,0.832
33239244.0,-0.0205,0.0005,-1.062,0.156,-0.212,0.649
33252244.0,-0.021,0.0034,-1.0596,-0.027,0.093,0.405
33265244.0,-0.0234,0.0068,-1.0625,-0.088,-0.09,0.466
33278244.0,-0.02,0.0044,-1.064,-0.149,-0.151,0.893
33291244.0,-0.0166,0.001,-1.0591,-0.149,-0.273,0.527
33304244.0,-0.0195,0.0029,-1.0654,-0.027,0.032,0.649
33317244.0,-0.022,0.0024,-1.0601,-0.027,0.032,0.649
33330244.0,-0.0176,0.001,-1.0547,-0.149,-0.029,0.649
33343244.0,-0.0181,-0.002,-1.0601,-0.088,0.154,0.527
33356244.0,-0.022,-0.0005,-1.0649,-0.027,-0.09,0.71
33369244.0,-0.0186,0.0078,-1.061,-0.393,-0.151,0.649
33382244.0,-0.0215,0.0049,-1.0571,0.034,-0.029,0.71
33395244.0,-0.0254,0.0,-1.0664,2.232,-1.128,0.588
33408244.0,-0.0229,-0.0015,-1.0215,0.645,-10.222,-0.388
33421244.0,0.1177,0.0171,-1.166,-0.637,4.06,0.283
33434244.0,0.2002,0.0396,-1.1104,5.039,3.389,-10.52
33447244.0,0.3008,0.1841,-0.9995,-2.041,-0.151,-17.783
33460244.0,0.2817,0.1953,-1.1089,2.537,2.718,-4.478
33473244.0,-0.0903,0.1567,-1.1089,5.344,-3.142,14.992
33486244.0,-0.1421,-0.0034,-1.0957,5.222,0.948,14.626
33499244.0,-0.0601,-0.0625,-1.0747,0.218,-4.79,7.485
33512244.0,0.0991,0.0195,-1.0112,-1.247,-8.818,6.081
33525244.0,0.1333,-0.0269,-1.0898,0.889,-6.377,3.03
33538244.0,0.0859,-0.0312,-1.0679,0.95,-4.363,4.006
33551244.0,0.0913,-0.0693,-1.061,-1.064,-5.766,-2.281
33564244.0,0.1362,-0.0327,-1.0649,-2.102,-8.269,-7.163
33577244.0,0.0308,-0.0039,-1.0054,0.828,-11.626,-7.591
33590244.0,0.0156,-0.0225,-1.0454,-3.261,-7.048,-10.093
33603244.0,0.0913,0.0142,-1.0469,-1.797,-6.377,-13.572
33616244.0,0.0234,0.0176,-1.0313,-0.82,-10.1,-16.38
33629244.0,-0.04,0.0166,-0.9531,-2.041,-13.518,-18.455
33642244.0,0.0537,0.0439,-1.019,-1.43,-8.513,-24.802
33655244.0,-0.0391,0.0356,-1.064,0.645,-3.874,-23.643
