t,ax,ay,az,gx,gy,gz
898467245,-0.4448,-0.0737,-0.0215,7.281,718.328,-6.714
898480245,-0.5430,-0.0249,0.3628,-4.987,617.620,-14.344
898493245,-0.5942,0.0664,0.7168,-9.199,465.948,-7.996
898506245,-0.7632,0.0562,0.9482,-10.480,279.730,2.624
898519245,-0.8545,0.0181,0.9189,-18.293,99.737,9.460
898532245,-0.8804,0.0142,0.8276,-25.739,-46.625,11.596
898545245,-0.9277,0.0503,0.7461,-37.214,-156.733,17.151
898558245,-0.9604,0.0581,0.5322,-38.923,-216.242,23.620
898571245,-0.9951,0.0620,0.2915,-23.481,-216.791,23.987
898584245,-0.9658,0.0469,0.0464,3.924,-182.978,18.371
898597245,-1.0308,0.0996,0.0732,18.389,-160.639,17.761
898610245,-1.0615,0.0903,0.0469,19.854,-173.151,18.921
898623245,-1.0952,0.1367,0.1377,13.934,-232.599,26.611
898636245,-1.1304,0.1572,0.2510,-6.147,-338.251,39.551
898649245,-1.0825,0.1396,0.2744,-36.359,-462.336,59.387
898662245,-0.9561,0.0811,0.1367,-60.041,-562.983,69.885
898675245,-0.7812,0.0195,-0.0854,-48.444,-625.117,64.209
898688245,-0.6675,-0.0073,-0.1909,-15.302,-658.564,53.650
898701245,-0.5327,-0.0400,-0.1528,3.069,-702.570,44.494
898714245,-0.2661,-0.0708,-0.3101,2.398,-738.703,38.635
898727245,-0.0049,-0.1553,-0.5039,18.817,-798.884,28.625
898740245,0.2559,-0.1187,-0.5991,5.328,-861.811,12.085
898753245,0.5215,-0.0894,-0.6626,-11.945,-921.686,0.732
898766245,0.7988,-0.0737,-0.8003,-27.936,-965.815,-1.892
898779245,1.0278,-0.1240,-1.0293,-36.054,-967.646,-3.723
898792245,1.1538,-0.1436,-1.1074,-52.900,-924.311,-12.818
898805245,1.1855,-0.1260,-1.1191,-65.412,-851.679,-11.170
898818245,1.0820,-0.0654,-1.0713,-85.493,-750.056,-4.639
898831245,1.0288,-0.0996,-1.0967,-104.291,-607.538,12.085
898844245,1.0376,-0.0532,-1.1611,-121.442,-412.775,25.329
898857245,1.1255,-0.0591,-1.1670,-120.893,-175.471,23.803
898870245,1.1616,-0.0879,-0.8955,-76.337,42.730,13.366
898883245,1.1338,-0.1221,-0.3965,-29.096,158.270,6.469
898896245,1.0435,-0.1226,-0.0093,-15.851,153.021,6.714
898909245,1.0034,-0.1602,0.1465,-16.584,67.816,12.756
898922245,1.0215,-0.2231,0.1177,-20.490,-26.667,17.822
898935245,1.0469,-0.2456,-0.0254,-9.260,-85.383,14.221
898948245,1.0654,-0.2280,-0.2471,17.779,-87.031,9.826
898961245,1.1030,-0.2021,-0.5356,44.634,-33.076,2.685
898974245,1.1367,-0.2241,-0.8057,62.884,70.745,-8.545
898987245,1.1113,-0.1909,-0.8779,69.232,189.153,-19.715
899000245,1.0610,-0.1855,-0.8540,75.823,299.810,-28.870
899013245,1.0439,-0.1860,-0.8115,85.528,395.635,-36.560
899026245,1.0723,-0.1816,-0.8140,98.345,476.385,-45.288
899039245,1.0591,-0.1777,-0.7568,113.848,532.537,-53.528
899052245,1.0171,-0.1538,-0.7134,117.632,565.130,-60.486
899065245,0.9385,-0.1328,-0.8325,121.478,595.037,-69.214
899078245,0.8105,-0.0962,-0.9946,131.121,639.105,-70.252
899091245,0.6221,-0.0898,-1.0889,137.469,697.149,-75.012
899104245,0.3989,0.0039,-1.0903,140.582,754.278,-72.876
899117245,0.2310,0.0366,-1.0728,148.699,785.528,-70.130
899130245,-0.1035,0.1021,-0.8911,159.442,770.391,-45.410
899143245,-0.3848,0.1450,-0.7280,141.375,725.652,-12.146
899156245,-0.5508,0.1733,-0.6670,115.496,691.778,29.602
899169245,-0.4590,0.0332,-0.8823,102.801,715.399,35.156
899182245,-0.4458,0.0054,-0.7642,117.938,765.264,26.916
899195245,-0.4961,0.0317,-0.4888,127.337,783.453,19.531
899208245,-0.5293,0.0449,-0.2378,122.393,776.129,13.366
899221245,-0.5771,0.0190,0.0459,119.891,730.291,6.286
899234245,-0.6421,0.0649,0.3906,117.327,637.701,2.990
899247245,-0.7588,0.1465,0.6328,100.176,480.901,12.695
899260245,-0.8633,0.1221,0.6699,60.748,313.604,23.315
899273245,-0.8711,0.1211,0.6963,12.225,142.889,27.466
899286245,-0.8325,0.1177,0.7637,-27.387,-10.920,28.015
899299245,-0.7842,0.0996,0.7280,-49.238,-133.784,24.109
899312245,-0.8496,0.1016,0.6128,-59.370,-202.326,17.700
899325245,-0.9009,0.1343,0.4268,-48.566,-214.167,12.451
899338245,-0.9419,0.1753,0.1641,-19.514,-180.109,9.338
899351245,-1.0601,0.2148,-0.0249,14.361,-138.666,6.714
899364245,-1.2476,0.2773,0.0684,22.662,-145.991,20.630
899377245,-1.2344,0.2998,0.2065,4.107,-236.384,43.152
899390245,-1.1113,0.2090,0.2397,-37.458,-373.286,64.453
899403245,-0.9536,0.1226,0.2231,-82.563,-509.882,71.045
899416245,-0.8037,0.0166,0.1162,-112.714,-620.173,67.627
899429245,-0.6392,-0.0259,-0.0571,-105.207,-674.128,49.438
899442245,-0.5308,-0.0498,-0.1504,-69.013,-681.391,29.724
899455245,-0.4800,0.0063,-0.2515,-36.237,-736.628,18.982
899468245,-0.2485,-0.0278,-0.4395,-27.936,-796.137,6.653
899481245,-0.0488,-0.0742,-0.5000,-22.504,-864.252,1.037
899494245,0.3291,-0.1123,-0.7241,-43.134,-919.672,-12.024
899507245,0.5957,-0.1445,-0.9922,-57.416,-941.645,-22.888
899520245,0.8198,-0.1465,-1.1284,-80.366,-942.927,-30.884
899533245,0.9292,-0.1392,-1.2339,-112.958,-914.789,-33.386
899546245,0.9692,-0.1323,-1.2280,-129.560,-849.299,-37.415
899559245,0.8857,-0.1221,-1.0898,-126.691,-751.032,-30.884
899572245,0.8223,-0.0723,-0.9800,-120.466,-634.272,-12.085
899585245,0.8223,-0.0972,-1.0264,-114.667,-471.308,5.005
899598245,0.8638,-0.1001,-1.1304,-94.648,-264.948,17.456
899611245,0.8994,-0.0708,-1.0195,-59.431,-61.457,23.132
899624245,0.9512,-0.1904,-0.7812,-19.758,88.079,28.930
899637245,0.9629,-0.0952,-0.3628,-4.316,143.072,28.442
899650245,0.9697,-0.2178,-0.2222,16.314,122.259,29.419
899663245,0.9727,-0.1504,-0.0918,8.441,60.430,25.329
899676245,1.0464,-0.2729,-0.3291,11.614,19.171,16.540
899689245,1.0649,-0.2109,-0.4570,24.859,31.011,7.690
899702245,1.1245,-0.2812,-0.6689,48.113,96.075,-5.615
899715245,1.1206,-0.2085,-0.7612,76.068,194.219,-21.607
899728245,1.0957,-0.2090,-0.8940,102.374,304.205,-35.584
899741245,1.0254,-0.1460,-1.0410,124.468,422.247,-41.077
899754245,0.9463,-0.1060,-1.1606,141.375,526.983,-35.889
899767245,0.7651,-0.0659,-1.2070,135.821,610.845,-26.551
899780245,0.6333,-0.0073,-1.1919,129.107,663.702,-8.179
899793245,0.5483,-0.0420,-1.2578,119.830,705.755,5.188
899806245,0.3965,0.0083,-1.2725,114.764,733.648,18.860
899819245,0.2212,0.0557,-1.3945,107.256,752.020,35.400
899832245,-0.0283,0.1533,-1.1963,85.711,732.183,53.283
899845245,-0.1338,0.1626,-1.0166,51.959,671.270,74.768
899858245,-0.1699,0.0811,-0.9785,24.676,616.644,86.487
899871245,-0.0767,-0.0547,-1.0708,3.802,605.413,75.317
899884245,-0.0937,-0.0859,-0.9761,2.154,634.344,52.307
899897245,-0.1870,-0.0981,-0.7764,3.802,665.533,27.710
899910245,-0.3008,-0.1201,-0.5488,-0.959,692.877,5.188
899923245,-0.4277,-0.0225,-0.3013,3.741,704.962,-9.888
899936245,-0.4307,-0.0200,-0.1240,11.187,701.788,-17.945
899949245,-0.5464,0.0190,0.2241,14.727,659.796,-24.414
899962245,-0.6489,0.0703,0.5762,17.962,572.088,-20.142
899975245,-0.6055,0.0107,0.6665,25.836,461.797,-17.334
899988245,-0.6206,0.0063,0.7437,11.859,342.901,-16.785
900001245,-0.6963,0.0400,0.8438,-22.077,220.281,-13.611
900014245,-0.7861,0.1104,0.8359,-47.590,108.099,-3.479
900027245,-0.8940,0.1333,0.7305,-58.027,32.415,4.822
900040245,-0.8867,0.1284,0.6514,-53.815,-4.023,8.056
900053245,-0.8940,0.1260,0.4180,-35.078,3.301,3.540
900066245,-0.9170,0.1455,0.4668,-11.579,26.006,-2.686
900079245,-0.9492,0.1392,0.4736,10.943,36.688,-2.747
900092245,-1.0015,0.1484,0.5239,17.535,19.232,2.807
900105245,-1.0718,0.2012,0.7212,12.774,-53.034,18.127
900118245,-1.1577,0.2397,1.0444,-8.710,-196.467,43.640
900131245,-1.0903,0.2529,1.1870,-41.974,-375.666,78.613
900144245,-0.9360,0.1191,0.8599,-55.524,-492.487,101.928
900157245,-0.8311,0.0405,0.5225,-43.561,-531.061,98.633
900170245,-0.8184,-0.0107,0.2725,-10.724,-530.329,85.876
900183245,-0.8291,-0.0112,0.1436,17.596,-540.156,69.885
900196245,-0.8218,0.0142,0.0293,29.131,-579.767,62.439
900209245,-0.7451,0.0366,-0.0806,19.061,-647.028,65.613
900222245,-0.5762,-0.0498,-0.2383,-6.635,-710.749,67.505
900235245,-0.3599,-0.0454,-0.2847,-29.951,-771.723,63.049
900248245,-0.1201,-0.1802,-0.4434,-24.702,-812.556,58.166
900261245,0.0625,-0.1353,-0.4775,-4.682,-841.852,49.988
900274245,0.2886,-0.1367,-0.7383,3.436,-845.759,36.987
900287245,0.5039,-0.1602,-0.9302,3.741,-832.087,22.094
900300245,0.6997,-0.1719,-1.0967,-13.288,-806.513,4.028
900313245,0.7715,-0.1465,-1.1558,-40.876,-770.075,-10.987
900326245,0.7681,-0.0835,-1.0723,-66.266,-730.585,-13.123
900339245,0.8135,-0.1235,-1.0591,-72.187,-675.898,-7.508
900352245,0.7373,-0.0615,-0.8706,-83.173,-614.008,5.737
900365245,0.7710,-0.1099,-0.8667,-91.779,-532.099,20.874
900378245,0.8398,-0.1172,-0.9927,-84.943,-400.629,33.935
900391245,0.8823,-0.1475,-1.0371,-62.421,-244.868,34.729
900404245,0.9424,-0.1562,-0.9604,-43.195,-96.491,31.677
900417245,0.9849,-0.1265,-0.7227,-25.861,2.508,32.531
900430245,1.0117,-0.2339,-0.5776,-14.387,46.209,31.067
900443245,1.0337,-0.1733,-0.3789,-11.457,44.134,27.710
900456245,0.9448,-0.3418,-0.3237,-15.851,8.184,22.033
900469245,1.0425,-0.2197,-0.3418,-16.401,-15.070,19.104
900482245,1.1094,-0.2163,-0.5166,3.619,2.142,10.864
900495245,1.1191,-0.2573,-0.6587,20.098,63.848,-2.503
900508245,1.1523,-0.2412,-0.7886,39.080,156.378,-17.456
900521245,1.1211,-0.2539,-0.8740,58.123,263.311,-33.692
900534245,1.0986,-0.2148,-0.8354,70.696,367.742,-47.119
900547245,1.0786,-0.2300,-0.9072,106.097,473.272,-58.411
900560245,0.9980,-0.2153,-0.9351,140.032,563.238,-67.810
900573245,0.8350,-0.1226,-1.0635,149.920,636.724,-67.322
900586245,0.6611,-0.0693,-1.1440,156.268,683.721,-52.857
900599245,0.4834,-0.0303,-1.1812,144.488,706.548,-38.391
900612245,0.3105,0.0049,-1.2183,128.253,705.694,-25.879
900625245,0.1201,-0.0239,-1.0972,102.374,691.534,-9.278
900638245,0.0161,-0.0181,-1.0688,71.307,681.585,-2.442
900651245,-0.0952,-0.0244,-0.9531,59.039,686.346,-3.540
900664245,-0.1943,-0.0879,-0.8286,64.837,707.586,-0.244
900677245,-0.2261,-0.0410,-0.8184,73.260,760.992,-2.259
900690245,-0.2539,-0.0137,-0.6460,86.932,818.487,-14.099
900703245,-0.3452,-0.0186,-0.3711,97.857,848.638,-22.888
900716245,-0.3325,-0.0537,-0.2065,102.801,867.254,-30.030
900729245,-0.3267,-0.0703,0.0508,97.003,843.633,-46.875
900742245,-0.3774,-0.0303,0.3013,88.946,762.823,-61.402
900755245,-0.5264,0.1401,0.7852,66.790,605.535,-55.664
900768245,-0.7354,0.2002,1.1079,52.325,418.585,-40.894
900781245,-0.9019,0.2104,1.0986,43.475,229.193,-18.555
900794245,-0.8726,0.1782,0.9155,17.657,52.313,0.305
900807245,-0.8301,0.1567,0.7939,-30.622,-87.214,11.474
900820245,-0.8364,0.1567,0.6982,-67.304,-181.757,20.813
900833245,-0.8535,0.1641,0.5728,-76.093,-220.881,22.094
900846245,-0.9038,0.1753,0.3755,-52.595,-211.603,15.442
900859245,-0.9888,0.2070,0.2881,-17.377,-191.218,9.460
900872245,-1.1328,0.2896,0.3691,-2.241,-217.219,12.695
900885245,-1.2393,0.3359,0.3735,-16.523,-296.870,36.194
900898245,-1.2676,0.3091,0.2939,-46.369,-399.958,67.199
900911245,-1.1543,0.2441,0.2539,-76.093,-494.745,88.623
900924245,-1.0186,0.1567,0.2563,-93.366,-578.058,97.839
900937245,-0.7769,0.0298,0.0698,-76.520,-623.469,81.848
900950245,-0.4131,-0.0327,-0.2915,-39.411,-589.594,66.101
900963245,-0.5649,-0.0166,-0.2305,-18.903,-634.272,47.363
900976245,-0.4883,-0.0454,-0.3960,-9.931,-662.714,33.874
900989245,-0.3770,0.0083,-0.5498,-18.415,-689.081,20.813
901002245,-0.2437,-0.0957,-0.6709,-22.687,-721.491,10.559
901015245,-0.0352,-0.0215,-0.6802,-39.472,-776.301,4.699
901028245,0.1816,-0.0698,-0.7759,-60.224,-814.509,-0.489
901041245,0.4380,-0.0688,-0.9731,-68.525,-814.570,-5.188
901054245,0.5869,-0.0820,-1.2114,-65.473,-766.962,-7.752
901067245,0.6411,-0.0859,-1.2998,-70.112,-691.279,-14.954
901080245,0.6694,-0.0977,-1.2095,-75.544,-621.393,-17.334
901093245,0.6831,-0.0493,-1.0088,-97.700,-572.870,-10.315
901106245,0.6890,-0.1074,-0.9312,-110.639,-521.052,-1.038
901119245,0.6855,-0.0449,-0.7856,-112.958,-461.237,18.310
901132245,0.7222,-0.0288,-0.7451,-105.878,-373.957,37.597
901145245,0.8306,-0.0654,-0.8018,-70.356,-253.840,50.171
901158245,0.9521,-0.1104,-0.8223,-25.007,-125.849,48.950
901171245,1.0898,-0.1870,-0.7944,7.769,-24.470,40.161
901184245,1.1128,-0.2100,-0.6792,11.614,23.321,28.991
901197245,1.0620,-0.2046,-0.5508,-3.889,18.621,19.714
901210245,1.1763,-0.2222,-0.4473,-15.790,-30.146,24.353
901223245,0.9722,-0.1196,-0.3823,-54.059,-72.260,14.587
901236245,0.9780,-0.1763,-0.4731,-40.998,-80.134,18.188
901249245,0.9717,-0.1548,-0.5122,-26.472,-54.743,13.244
901262245,1.0161,-0.1777,-0.6562,-6.696,2.752,6.592
901275245,1.0459,-0.1655,-0.7646,14.971,81.304,-3.906
901288245,1.0918,-0.1787,-0.7261,27.972,156.927,-12.818
901301245,1.0542,-0.2031,-0.7471,32.733,229.925,-26.367
901314245,1.0288,-0.2178,-0.7646,45.062,301.580,-37.293
901327245,1.0186,-0.1611,-0.7319,63.677,365.728,-46.509
901340245,0.9473,-0.1528,-0.8599,79.852,431.707,-54.077
901353245,0.8271,-0.0840,-1.0244,92.303,503.362,-51.331
901366245,0.7583,-0.0669,-1.2280,99.261,586.126,-42.115
901379245,0.6929,-0.0552,-1.2788,99.993,673.162,-32.654
901392245,0.6772,-0.0952,-1.3306,107.562,757.452,-32.471
901405245,0.5322,-0.0391,-1.2612,114.703,813.726,-26.917
901418245,0.4116,-0.0244,-1.2827,112.872,855.901,-20.630
901431245,0.2061,0.0151,-1.1519,95.782,877.996,-8.606
901444245,-0.0088,0.1074,-1.0610,73.565,887.823,13.122
901457245,-0.1226,0.0425,-0.9336,53.790,906.805,24.902
901470245,-0.0894,-0.0205,-0.8682,38.592,944.525,13.855
901483245,-0.1128,-0.0542,-0.4956,42.620,970.770,-4.822
901496245,-0.1875,-0.0981,-0.0225,64.288,955.938,-20.020
901509245,-0.1973,-0.0918,0.3809,93.340,886.907,-34.790
901522245,-0.3936,0.0229,0.7671,117.877,745.001,-30.213
901535245,-0.6729,0.0483,1.0503,103.533,532.537,-7.141
901548245,-0.7866,0.0527,1.1563,41.155,284.002,17.883
901561245,-0.7900,0.0425,1.1455,-25.068,45.049,37.475
901574245,-0.7036,0.0083,1.0029,-68.525,-137.141,40.893
901587245,-0.6104,-0.0259,0.8652,-82.929,-237.482,34.607
901600245,-0.5889,-0.0615,0.6055,-69.990,-248.957,20.813
901613245,-0.6172,-0.0386,0.3271,-31.599,-184.748,-1.343
901626245,-0.7778,0.0312,0.0874,16.436,-92.646,-21.118
901639245,-1.0479,0.1499,0.1577,46.099,-52.119,-22.644
901652245,-1.2637,0.2573,0.4531,36.517,-123.102,-0.550
901665245,-1.3145,0.3560,0.7290,-1.264,-304.072,41.443
901678245,-1.1094,0.2383,0.6860,-63.825,-504.023,87.158
901691245,-0.8223,0.0854,0.4556,-101.118,-647.944,102.234
901704245,-0.6060,-0.0645,0.1465,-97.455,-721.674,96.252
901717245,-0.5215,-0.0894,-0.1050,-66.755,-722.162,83.923
901730245,-0.5156,-0.1294,-0.3813,-35.871,-705.927,64.819
901743245,-0.4404,-0.0898,-0.5483,-12.495,-682.184,51.330
901756245,-0.3437,-0.1094,-0.6113,-0.410,-680.842,44.006
901769245,-0.2051,-0.1187,-0.7095,-9.626,-693.964,41.809
901782245,-0.0083,-0.2012,-0.8408,-25.251,-710.932,30.761
901795245,0.1807,-0.1406,-0.8721,-38.801,-762.018,30.884
901808245,0.4521,-0.1743,-0.8472,-65.656,-838.129,36.743
901821245,0.7251,-0.2656,-0.8950,-116.804,-895.258,18.677
901834245,0.9985,-0.3027,-0.8506,-143.598,-920.649,-4.395
901847245,1.0679,-0.3447,-0.8228,-143.171,-905.512,-10.193
901860245,1.1138,-0.3320,-0.7534,-157.514,-871.149,-16.602
901873245,1.1909,-0.3149,-0.7710,-142.682,-792.536,-12.146
901886245,1.2246,-0.2109,-0.4614,-164.106,-741.266,-1.831
901899245,1.1626,-0.3647,-0.4453,-158.185,-667.841,17.883
901912245,1.2300,-0.2949,-0.4600,-170.392,-580.317,24.048
901925245,1.2520,-0.2275,-0.2334,-185.712,-498.469,27.893
901938245,1.2954,-0.3159,-0.2881,-183.332,-409.113,36.377
901951245,1.3003,-0.6006,-0.2246,-150.983,-286.432,39.551
901964245,1.2754,-0.1963,-0.0410,-94.037,-183.039,30.212
901977245,0.7930,-0.6548,0.1084,3.253,-130.427,-8.789
901990245,0.9810,-0.2817,0.3354,21.563,-110.285,-9.766
902003245,1.0776,-0.2236,0.2485,-2.241,-106.074,-13.001
902016245,0.9272,-0.2832,0.4038,-13.105,-125.239,-18.616
902029245,0.8428,-0.1680,0.4487,-44.782,-172.907,-11.292
902042245,0.9976,-0.1323,0.2876,-65.839,-188.227,-9.033
902055245,0.9360,-0.2031,0.3911,-68.830,-186.152,-14.221
902068245,0.9590,-0.1123,0.4463,-61.445,-192.621,-9.522
902081245,0.9160,-0.1621,0.6382,-58.759,-218.989,-8.484
902094245,0.8296,-0.2759,0.6006,-60.956,-243.525,-7.569
902107245,0.6982,-0.2617,0.3960,-57.111,-190.241,3.174
902120245,0.7021,-0.2354,0.3838,-3.034,-96.857,-6.348
902133245,0.6260,-0.2891,0.5269,42.925,-37.775,-13.611
902146245,0.6709,-0.2827,0.5645,46.160,-15.253,-27.527
902159245,0.8081,-0.2671,0.5830,49.822,-23.371,-34.485
902172245,0.7290,-0.2500,0.7173,25.347,-60.602,-28.076
902185245,0.6460,-0.2178,0.5547,10.150,-84.955,-25.330
902198245,0.5444,-0.1772,0.5532,3.375,-93.317,-17.884
902211245,0.4292,-0.1826,0.4526,-6.879,-78.547,-2.442
902224245,0.5137,-0.2002,0.3804,0.384,-36.188,5.310
902237245,0.5840,-0.2563,0.4478,17.535,10.259,6.592
902250245,0.6826,-0.2480,0.5884,25.714,34.673,4.699
902263245,0.7256,-0.2505,0.7461,29.131,25.945,5.920
902276245,0.6929,-0.2686,0.7012,29.681,10.809,6.469
902289245,0.6440,-0.2520,0.5601,30.047,8.367,6.592
902302245,0.6470,-0.2568,0.5132,29.559,21.612,10.254
902315245,0.5767,-0.4053,0.6108,28.704,6.658,27.771
902328245,0.5937,-0.1567,0.6187,-8.527,-26.667,29.968
902341245,0.6064,-0.2930,0.6880,-35.322,-62.983,29.175
902354245,0.7109,-0.1831,0.7988,-47.590,-92.219,28.198
902367245,0.7056,-0.2129,0.8589,-37.458,-104.792,34.668
902380245,0.6592,-0.2012,0.8457,-23.115,-104.670,35.827
902393245,0.6943,-0.1982,0.7793,-7.307,-93.745,35.461
902406245,0.6636,-0.2261,0.7515,-1.752,-80.805,31.677
902419245,0.6943,-0.2437,0.8135,5.877,-74.579,26.489
902432245,0.5830,-0.2559,0.7031,3.924,-74.091,17.456
902445245,0.5024,-0.2637,0.6338,-2.546,-51.813,11.352
902458245,0.5459,-0.2227,0.6738,-3.034,-37.104,15.075
902471245,0.5718,-0.2471,0.6807,-1.752,-24.409,14.770
902484245,0.5503,-0.2280,0.7334,-5.536,-26.362,11.657
902497245,0.5381,-0.2344,0.7715,-8.527,-45.222,10.925
902510245,0.5435,-0.1938,0.8110,-12.311,-78.242,17.090
902523245,0.5503,-0.1548,0.8647,-20.368,-98.322,16.357
902536245,0.4951,-0.1431,0.8384,-24.824,-100.580,13.916
902549245,0.4961,-0.1187,0.7842,-13.288,-95.820,15.503
902562245,0.4468,-0.1562,0.8745,-8.832,-100.153,15.442
902575245,0.4507,-0.1982,0.7534,-16.035,-101.679,13.244
902588245,0.4805,-0.2168,0.6348,-25.678,-83.491,9.582
902601245,0.3354,-0.2124,0.6978,-21.223,-63.410,2.685
902614245,0.2520,-0.1479,0.7578,-26.227,-51.569,4.455
902627245,0.3027,-0.1040,0.8457,-33.857,-62.006,9.582
902640245,0.3960,-0.1772,0.9263,-44.172,-87.336,12.878
902653245,0.4355,-0.1543,0.9795,-64.008,-123.896,11.230
902666245,0.3892,-0.0947,1.1421,-64.435,-155.207,4.638
902679245,0.2085,-0.0942,0.8794,-61.689,-139.460,5.188
902692245,0.2212,-0.0366,0.6777,-47.285,-105.341,11.413
902705245,0.1616,-0.0679,0.7852,-49.299,-86.603,17.639
902718245,0.3730,-0.2646,1.1899,-12.556,-94.294,15.014
902731245,0.2749,0.1064,0.8379,-13.471,-81.782,26.123
902744245,0.2583,0.0049,0.7305,7.037,-68.476,33.264
902757245,0.2041,-0.1396,0.6387,9.051,-22.394,29.480
902770245,0.2251,-0.3130,0.5552,17.047,52.313,7.263
902783245,0.3652,-0.3135,0.6060,35.540,118.719,-1.953
902796245,0.3750,-0.1348,0.6738,47.137,160.650,-5.799
902809245,0.3730,0.0200,0.8413,39.568,172.979,-2.869
902822245,0.3984,0.0059,0.9961,21.014,146.734,2.136
902835245,0.4355,-0.1099,1.0381,-1.081,104.009,5.493
902848245,0.4805,-0.1636,1.0596,-24.946,54.510,1.648
902861245,0.4897,-0.0698,1.1045,-38.801,-3.718,10.315
902874245,0.4312,0.0298,0.9751,-34.284,-53.583,23.132
902887245,0.4839,-0.2231,-0.0874,-123.212,222.601,-89.600
902900245,0.9351,0.3457,0.4282,-39.838,283.209,-57.251
902913245,0.9399,0.4985,0.8540,-15.607,390.692,-26.856
902926245,0.7017,0.1309,1.0991,-3.644,422.552,-2.747
902939245,0.6987,-0.0874,1.1333,26.202,417.669,-15.747
902952245,0.6216,-0.3052,1.1519,60.565,403.021,-43.946
902965245,0.9331,-0.3550,0.6992,80.279,420.599,-81.299
902978245,0.9985,-0.1963,0.5044,72.100,465.704,-115.662
902991245,0.8745,0.0776,0.3437,32.488,504.522,-127.747
903004245,0.5498,-0.1260,0.7095,-34.772,483.221,-141.907
903017245,0.6011,-0.2480,0.2476,-110.700,456.732,-167.786
903030245,0.5786,-0.2251,-0.2231,-112.958,530.340,-172.302
903043245,0.6460,-0.0913,-0.2231,-92.328,593.694,-165.283
903056245,1.1353,-0.8145,1.3452,-63.581,537.237,-183.106
903069245,2.0508,-0.6426,-0.7202,25.469,524.359,-172.058
903082245,0.7490,-0.7539,0.1040,187.945,565.252,-146.485
903095245,0.9253,-0.2134,-0.5688,147.540,545.782,-146.485
903108245,0.9858,-0.4209,-0.7476,73.809,546.026,-163.574
903121245,0.7812,-0.5752,-0.9038,36.334,570.623,-174.378
903134245,0.7183,-0.4409,-0.9316,32.244,581.609,-153.321
903147245,0.6562,-0.2549,-0.7725,36.944,563.970,-119.202
903160245,0.6626,-0.2798,-1.0405,54.461,569.830,-116.822
903173245,0.7095,-0.4692,-1.0737,131.487,617.986,-101.868
903186245,0.6323,-0.6104,-0.9316,168.292,642.339,-85.877
903199245,0.2871,-0.6914,-1.1748,130.938,681.890,-110.230
903212245,0.2124,-0.4355,-1.3208,90.228,721.563,-97.962
903225245,0.0991,-0.3477,-1.2144,53.729,741.277,-77.942
903238245,0.0278,-0.2529,-0.9639,11.614,746.649,-64.636
903251245,-0.0386,-0.2920,-0.9229,-22.016,737.127,-54.444
903264245,-0.1484,-0.2715,-0.6733,-31.904,704.717,-45.288
903277245,-0.2842,-0.3135,-0.5122,-22.199,658.392,-43.823
903290245,-0.3027,-0.3340,-0.4756,22.112,630.010,-36.133
903303245,-0.4941,-0.4019,-0.1743,84.734,592.657,-25.574
903316245,-0.6270,-0.2876,0.2910,128.130,511.602,-12.207
903329245,-0.9517,0.0820,1.2583,-12.922,331.426,4.760
903342245,-1.0107,-0.4336,0.5723,-55.402,157.537,10.010
903355245,-0.9014,-0.2788,0.3853,-11.640,64.886,11.230
903368245,-0.8438,-0.2842,0.3398,-0.471,15.814,7.141
903381245,-0.8247,-0.3481,0.0894,-1.386,10.381,-1.282
903394245,-0.8071,-0.3223,-0.0044,-1.142,39.495,-8.179
903407245,-0.8643,-0.3257,-0.0522,-4.682,83.502,-22.156
903420245,-0.9272,-0.2417,0.0239,0.018,111.395,-31.189
903433245,-1.0200,-0.2075,0.2007,1.238,92.169,-27.649
903446245,-1.0000,-0.1592,0.2480,-5.536,55.181,-17.395
903459245,-1.0024,-0.2095,0.1851,-9.565,22.527,-9.888
903472245,-1.0322,-0.1968,0.1396,-16.523,5.865,-2.320
903485245,-1.0303,-0.2251,0.1748,-24.335,-5.671,6.531
903498245,-1.0273,-0.2446,0.2534,-25.617,-23.737,12.512
903511245,-0.9331,-0.2734,0.3643,-16.767,-76.166,15.259
903524245,-0.9966,-0.2896,0.4932,-20.429,-196.589,20.202
903537245,-1.0884,-0.2900,0.7144,-32.636,-380.854,29.297
903550245,-0.9805,-0.2261,0.8735,-46.674,-615.046,32.226
903563245,-0.6631,-0.2407,0.7412,-33.063,-827.570,15.625
903576245,-0.4170,-0.2134,0.5713,-25.312,-1015.558,-14.710
903589245,0.1094,-0.2764,0.3843,1.727,-1183.466,-6.043
903602245,0.3784,-0.3213,0.4360,17.596,-1381.525,8.972
903615245,0.9238,-0.3394,0.0586,29.315,-1540.217,-3.357
903628245,1.4282,-0.2026,-0.0381,51.226,-1646.479,3.906
903641245,1.9614,-0.3647,-0.6377,54.217,-1704.096,8.056
903654245,2.1138,-0.4687,-0.5737,-73.591,-1690.912,34.973
903667245,2.1919,-0.6235,-1.0864,-164.045,-1598.444,19.409
903680245,3.1196,-0.8442,-1.9731,-274.641,-1143.610,35.827
903693245,2.8066,0.0103,-2.0713,-336.164,-510.248,-58.106
903706245,2.0654,0.1479,-0.9785,-319.013,91.985,-189.698
903719245,1.4360,-0.2612,0.8813,-186.933,315.069,-235.413
903732245,0.9517,-0.1650,2.1001,-71.149,132.391,-214.966
903745245,0.6768,-0.3208,2.0366,-4.377,-282.587,-157.532
903758245,1.1650,-0.3853,0.7915,-15.241,-572.993,-121.643
