t,ax,ay,az,gx,gy,gz
804867245,0.0044,-0.0181,-1.0728,0.323,-0.117,-0.122
804880245,0.0239,-0.0088,-1.0815,0.689,0.128,0.061
804893245,0.0244,-0.0005,-1.0386,-0.349,0.067,-0.000
804906245,0.0215,-0.0020,-1.0581,-0.287,-0.117,-0.000
804919245,0.0137,-0.0063,-1.0576,0.262,-0.178,0.244
804932245,0.0161,-0.0044,-1.0703,-0.226,0.128,0.183
804945245,0.0225,-0.0039,-1.0625,-0.043,-0.178,0.122
804958245,0.0190,-0.0039,-1.0693,0.201,0.067,0.183
804971245,0.0195,-0.0063,-1.0596,0.079,0.067,0.061
804984245,0.0161,-0.0073,-1.0649,-0.104,0.005,-0.061
804997245,0.0156,-0.0068,-1.0640,-0.043,-0.117,-0.061
805010245,0.0205,-0.0039,-1.0630,0.079,0.250,-0.000
805023245,0.0225,-0.0044,-1.0684,-0.043,-0.361,0.244
805036245,0.0200,-0.0059,-1.0625,0.140,0.005,-0.061
805049245,0.0176,-0.0068,-1.0620,0.018,-0.239,0.061
805062245,0.0195,-0.0063,-1.0649,-0.226,-0.056,0.122
805075245,0.0210,-0.0044,-1.0605,-0.043,-0.300,0.122
805088245,0.0225,-0.0054,-1.0674,0.018,0.128,-0.000
805101245,0.0200,-0.0034,-1.0664,-0.043,-0.178,0.122
805114245,0.0205,-0.0059,-1.0684,-0.104,-0.056,-0.122
805127245,0.0225,-0.0068,-1.0630,-0.043,-0.178,0.061
805140245,0.0200,-0.0049,-1.0649,-0.043,0.189,0.061
805153245,0.0166,-0.0063,-1.0645,0.079,-0.300,-0.000
805166245,0.0200,-0.0044,-1.0605,0.140,-0.117,0.122
805179245,0.0186,-0.0078,-1.0649,0.018,0.067,-0.122
805192245,0.0210,-0.0029,-1.0645,0.018,0.189,0.061
805205245,0.0200,-0.0049,-1.0625,0.079,-0.178,-0.061
805218245,0.0186,-0.0054,-1.0718,-0.165,0.128,0.122
805231245,0.0190,-0.0063,-1.0586,0.140,-0.056,0.122
805244245,0.0229,-0.0068,-1.0596,0.140,-0.056,-0.000
805257245,0.0249,-0.0059,-1.0620,0.201,-0.056,-0.244
805270245,0.0166,-0.0054,-1.0664,0.140,-0.178,-0.000
805283245,0.0186,-0.0024,-1.0630,-0.165,0.005,-0.122
805296245,0.0225,-0.0063,-1.0620,0.201,0.067,-0.000
805309245,0.0190,-0.0005,-1.0654,0.140,0.067,-0.000
805322245,0.0239,-0.0068,-1.0659,-0.165,-0.178,0.061
805335245,0.0181,-0.0073,-1.0684,0.079,0.067,-0.122
805348245,0.0190,-0.0015,-1.0615,0.079,0.005,-0.000
805361245,0.0171,-0.0020,-1.0723,0.079,-0.178,0.122
805374245,0.0195,-0.0010,-1.0610,-0.043,-0.239,-0.122
805387245,0.0151,-0.0039,-1.0605,0.262,-0.117,-0.061
805400245,0.0210,-0.0034,-1.0625,-0.043,0.067,0.122
805413245,0.0210,-0.0063,-1.0620,0.018,0.005,0.122
805426245,0.0176,-0.0054,-1.0645,-0.043,0.067,0.244
805439245,0.0210,-0.0063,-1.0601,0.201,0.128,0.305
805452245,0.0190,-0.0044,-1.0620,-0.104,0.005,-0.122
805465245,0.0229,-0.0024,-1.0669,0.018,-0.178,0.183
805478245,0.0151,-0.0034,-1.0684,0.018,0.128,0.244
805491245,0.0186,-0.0049,-1.0698,-0.104,-0.178,0.122
805504245,0.0161,-0.0010,-1.0562,-1.752,1.348,-0.489
805517245,-0.0444,-0.0503,-1.0718,-3.095,-8.906,-0.427
805530245,0.0005,-0.0107,-1.0371,-0.837,-1.826,-0.244
805543245,0.0034,-0.0068,-1.0439,-0.654,-3.779,0.122
805556245,0.0249,-0.0117,-1.0679,0.201,-1.581,-0.061
805569245,0.0161,-0.0063,-1.0669,0.262,-1.154,-0.000
805582245,0.0200,-0.0078,-1.0698,0.384,0.433,-0.183
805595245,0.0312,-0.0063,-1.0796,0.628,-1.337,-0.000
805608245,0.0269,-0.0078,-1.0664,0.445,-0.727,0.122
805621245,0.0190,-0.0059,-1.0610,0.445,-0.422,0.061
805634245,0.0293,-0.0063,-1.0693,0.445,-0.849,0.183
805647245,0.0249,-0.0039,-1.0630,0.201,-0.239,-0.061
805660245,0.0205,-0.0049,-1.0703,0.140,0.067,0.183
805673245,0.0176,-0.0039,-1.0615,0.018,0.128,-0.122
805686245,0.0239,-0.0078,-1.0610,0.018,-0.361,0.061
805699245,0.0225,-0.0078,-1.0664,0.262,0.005,-0.000
805712245,0.0225,-0.0024,-1.0625,-0.043,0.067,-0.061
805725245,0.0239,-0.0049,-1.0625,-0.104,-0.178,-0.000
805738245,0.0220,-0.0039,-1.0620,-0.043,0.005,-0.122
805751245,0.0244,-0.0068,-1.0654,0.262,-0.056,-0.122
805764245,0.0337,0.0029,-1.0767,-2.424,1.470,0.244
805777245,0.0269,-0.0073,-1.0752,-1.020,2.325,0.610
805790245,0.0225,-0.0024,-1.0708,-0.898,1.165,0.488
805803245,0.0288,-0.0029,-1.0630,-3.400,6.292,1.648
805816245,0.0088,-0.0107,-1.0581,-1.386,2.874,1.098
805829245,0.0161,-0.0088,-1.0635,-0.165,0.433,0.488
805842245,0.0190,-0.0078,-1.0688,0.018,0.311,0.366
805855245,0.0229,-0.0054,-1.0586,0.018,0.128,0.732
805868245,0.0200,-0.0039,-1.0601,-0.165,0.005,0.976
805881245,0.0205,-0.0117,-1.0601,-0.654,-0.239,1.953
805894245,0.0112,-0.0049,-1.0640,-0.349,0.189,2.075
805907245,0.0176,-0.0068,-1.0703,-0.165,0.433,0.915
805920245,0.0200,-0.0068,-1.0708,-0.349,0.067,0.549
805933245,0.0220,-0.0098,-1.0684,-0.226,0.189,0.122
805946245,0.0181,-0.0044,-1.0669,-0.104,0.189,0.122
805959245,0.0190,-0.0059,-1.0752,-0.104,-0.300,0.061
805972245,0.0161,-0.0098,-1.0664,0.140,-0.117,0.183
805985245,0.0176,-0.0044,-1.0625,0.384,-0.422,0.244
805998245,0.0166,-0.0078,-1.0649,0.445,-0.483,0.244
806011245,0.0215,-0.0088,-1.0596,0.506,-0.422,0.732
806024245,0.0269,-0.0103,-1.0713,0.384,-0.727,1.098
806037245,0.0127,-0.0093,-1.0640,0.384,-0.300,-0.000
806050245,0.0195,-0.0059,-1.0640,0.506,-0.300,-0.061
806063245,0.0146,-0.0122,-1.0562,0.323,-0.544,-0.122
806076245,0.0166,-0.0098,-1.0610,0.445,-0.666,0.122
806089245,0.0215,-0.0029,-1.0640,0.689,-0.422,-0.000
806102245,0.0215,-0.0117,-1.0532,0.811,-0.483,-0.122
806115245,0.0205,-0.0034,-1.0664,0.323,-0.483,0.183
806128245,0.0161,-0.0083,-1.0649,-0.043,-0.300,0.122
806141245,0.0195,-0.0049,-1.0674,0.201,0.005,0.061
806154245,0.0205,-0.0054,-1.0625,-0.043,-0.117,-0.000
806167245,0.0225,-0.0073,-1.0645,0.018,-0.117,0.061
806180245,0.0186,-0.0049,-1.0674,0.140,-0.117,-0.122
806193245,0.0225,-0.0068,-1.0679,0.079,-0.178,0.061
806206245,0.0186,-0.0049,-1.0649,-0.043,0.067,-0.061
806219245,0.0186,-0.0039,-1.0679,0.201,0.005,-0.000
806232245,0.0186,-0.0039,-1.0625,0.140,-0.117,0.183
806245245,0.0190,-0.0098,-1.0635,-0.104,0.005,-0.122
806258245,0.0171,-0.0068,-1.0713,0.079,-0.300,0.183
806271245,0.0239,-0.0039,-1.0596,0.079,-0.117,0.061
806284245,0.0176,-0.0068,-1.0674,0.018,-0.178,0.061
806297245,0.0225,-0.0054,-1.0630,0.079,-0.178,-0.061
806310245,0.0244,-0.0063,-1.0723,0.018,-0.056,0.061
806323245,0.0186,-0.0029,-1.0703,-0.226,0.005,-0.000
806336245,0.0171,-0.0054,-1.0620,0.079,-0.056,-0.000
806349245,0.0205,-0.0049,-1.0571,0.079,0.128,-0.061
806362245,0.0210,-0.0073,-1.0693,-0.043,-0.117,-0.061
806375245,0.0176,-0.0039,-1.0615,-0.104,-0.117,-0.122
806388245,0.0229,-0.0034,-1.0645,-0.104,0.067,-0.000
806401245,0.0205,-0.0078,-1.0630,0.201,-0.239,-0.061
806414245,0.0195,-0.0059,-1.0728,-0.104,0.005,-0.000
806427245,0.0210,-0.0054,-1.0610,0.079,-0.117,0.122
806440245,0.0195,-0.0044,-1.0620,-0.226,0.067,-0.000
806453245,0.0166,-0.0088,-1.0581,0.018,-0.117,0.122
806466245,0.0181,-0.0044,-1.0630,-0.104,0.067,-0.183
806479245,0.0210,-0.0049,-1.0654,0.201,-0.056,-0.000
806492245,0.0176,-0.0044,-1.0610,0.140,-0.056,-0.000
806505245,0.0171,-0.0083,-1.0591,-0.226,-0.178,-0.244
806518245,0.0195,-0.0063,-1.0625,0.079,-0.056,0.122
806531245,0.0176,-0.0059,-1.0571,0.079,-0.117,-0.000
806544245,0.0220,-0.0073,-1.0693,-0.226,0.128,0.305
806557245,0.0151,-0.0034,-1.0654,0.018,-0.117,-0.122
806570245,0.0220,-0.0034,-1.0684,0.079,-0.178,-0.061
806583245,0.0239,-0.0029,-1.0723,0.079,-0.239,-0.061
806596245,0.0234,-0.0054,-1.0630,0.079,-0.239,0.122
806609245,0.0132,-0.0073,-1.0703,-0.226,0.067,-0.305
806622245,0.0161,-0.0068,-1.0630,0.018,-0.361,-0.000
806635245,0.0205,-0.0068,-1.0620,0.140,-0.178,-0.000
806648245,0.0195,-0.0083,-1.0615,-0.104,0.067,0.183
806661245,0.0190,-0.0107,-1.0659,-0.043,-0.056,-0.305
806674245,0.0181,-0.0122,-1.0586,-0.287,-0.117,-0.000
806687245,0.0181,-0.0034,-1.0635,-0.165,0.005,-0.061
806700245,0.0229,-0.0059,-1.0693,-0.104,-0.056,0.061
806713245,0.0166,-0.0049,-1.0703,0.018,-0.178,0.061
806726245,0.0220,-0.0034,-1.0571,-0.043,0.005,0.122
806739245,0.0225,-0.0049,-1.0654,-0.104,-0.056,0.122
806752245,0.0200,-0.0059,-1.0596,0.018,-0.056,-0.000
806765245,0.0215,-0.0088,-1.0659,-0.043,-0.117,0.122
806778245,0.0205,-0.0098,-1.0669,-0.043,0.005,0.061
806791245,0.0244,-0.0073,-1.0630,0.079,0.067,-0.183
806804245,0.0200,-0.0054,-1.0645,0.018,0.005,0.183
806817245,0.0200,-0.0093,-1.0649,0.140,0.005,0.061
806830245,0.0229,-0.0049,-1.0649,-0.165,-0.300,0.122
806843245,0.0220,-0.0063,-1.0620,-0.165,0.005,-0.000
806856245,0.0176,-0.0059,-1.0615,0.079,-0.056,0.061
806869245,0.0229,-0.0059,-1.0630,0.018,-0.056,0.061
806882245,0.0195,-0.0088,-1.0645,0.018,0.005,0.244
806895245,0.0190,-0.0078,-1.0659,-0.349,0.067,0.122
806908245,0.0156,-0.0063,-1.0640,-0.165,0.005,0.061
806921245,0.0171,-0.0054,-1.0708,-0.104,0.005,-0.000
806934245,0.0195,-0.0049,-1.0625,0.018,-0.056,-0.061
806947245,0.0200,-0.0054,-1.0649,0.018,0.067,-0.122
806960245,0.0151,-0.0063,-1.0601,0.201,0.067,-0.122
806973245,0.0166,-0.0039,-1.0645,0.079,0.005,-0.122
806986245,0.0161,-0.0039,-1.0635,-0.104,-0.056,0.061
806999245,0.0200,-0.0059,-1.0605,0.018,0.005,0.061
807012245,0.0186,-0.0054,-1.0645,0.079,-0.483,0.061
807025245,0.0161,-0.0024,-1.0645,0.140,0.128,-0.000
807038245,0.0205,-0.0068,-1.0698,-0.043,-0.300,-0.061
807051245,0.0259,-0.0054,-1.0605,0.140,-0.117,0.122
807064245,0.0161,-0.0044,-1.0645,0.079,-0.178,-0.061
807077245,0.0220,-0.0049,-1.0659,0.018,-0.056,-0.122
807090245,0.0220,-0.0068,-1.0649,-0.104,-0.117,-0.000
807103245,0.0200,-0.0088,-1.0581,-0.165,0.067,-0.122
807116245,0.0200,-0.0029,-1.0688,0.018,0.311,-0.122
807129245,0.0205,-0.0059,-1.0640,-0.043,0.128,-0.000
807142245,0.0210,-0.0083,-1.0591,0.201,0.067,0.244
807155245,0.0186,-0.0049,-1.0630,0.079,-0.117,-0.061
807168245,0.0195,-0.0034,-1.0679,-0.104,0.067,-0.061
807181245,0.0210,-0.0063,-1.0703,0.079,-0.178,-0.244
807194245,0.0200,-0.0078,-1.0688,-0.165,-0.056,0.061
807207245,0.0186,-0.0024,-1.0693,0.262,-0.239,0.061
807220245,0.0176,-0.0063,-1.0625,-0.104,-0.178,0.061
807233245,0.0200,-0.0063,-1.0581,-0.165,-0.117,-0.061
807246245,0.0195,-0.0054,-1.0698,0.079,-0.178,0.183
807259245,0.0137,-0.0039,-1.0654,0.079,-0.117,-0.061
807272245,0.0215,-0.0049,-1.0640,-0.226,0.005,-0.000
807285245,0.0210,-0.0015,-1.0576,-0.104,-0.117,-0.061
807298245,0.0215,-0.0034,-1.0601,-0.104,0.189,-0.000
807311245,0.0171,-0.0044,-1.0674,0.079,0.067,0.183
807324245,0.0225,-0.0044,-1.0654,-0.043,-0.056,0.244
807337245,0.0215,-0.0054,-1.0630,0.140,0.005,-0.000
807350245,0.0210,-0.0054,-1.0679,-0.043,-0.239,0.244
807363245,0.0195,-0.0034,-1.0610,-0.043,-0.117,-0.122
807376245,0.0181,-0.0073,-1.0659,0.079,-0.056,0.122
807389245,0.0210,-0.0112,-1.0605,0.140,0.067,0.061
807402245,0.0186,-0.0049,-1.0674,0.018,-0.056,-0.061
807415245,0.0195,-0.0083,-1.0586,0.018,-0.056,0.122
807428245,0.0190,-0.0068,-1.0679,-0.043,-0.117,-0.122
807441245,0.0210,-0.0049,-1.0674,-0.226,-0.117,-0.000
807454245,0.0171,-0.0063,-1.0684,-0.165,0.005,-0.000
807467245,0.0171,-0.0063,-1.0571,-0.043,-0.117,0.061
807480245,0.0181,-0.0098,-1.0723,-0.043,-0.300,-0.061
807493245,0.0181,-0.0059,-1.0586,0.018,0.005,0.183
807506245,0.0234,-0.0054,-1.0684,-0.043,-0.056,0.122
807519245,0.0137,-0.0068,-1.0645,0.079,0.128,0.244
807532245,0.0186,-0.0093,-1.0679,-0.043,-0.056,0.122
807545245,0.0195,-0.0063,-1.0576,0.018,-0.239,-0.183
807558245,0.0171,-0.0054,-1.0664,-0.165,0.128,-0.183
807571245,0.0186,-0.0063,-1.0640,-0.043,0.128,0.061
807584245,0.0195,-0.0020,-1.0625,-0.165,0.189,-0.122
807597245,0.0220,-0.0068,-1.0674,0.018,-0.056,0.183
807610245,0.0244,-0.0044,-1.0654,-0.043,-0.178,-0.000
807623245,0.0186,-0.0093,-1.0547,0.140,0.005,-0.183
807636245,0.0229,-0.0063,-1.0664,0.079,0.005,-0.122
807649245,0.0137,-0.0054,-1.0669,0.018,-0.239,0.122
807662245,0.0176,-0.0063,-1.0596,0.018,-0.117,-0.122
807675245,0.0181,-0.0088,-1.0625,0.140,-0.056,-0.000
807688245,0.0220,-0.0029,-1.0615,-0.104,0.067,0.183
807701245,0.0146,-0.0098,-1.0640,-0.165,0.128,-0.122
807714245,0.0137,-0.0044,-1.0591,0.140,-0.178,-0.122
807727245,0.0200,-0.0068,-1.0640,0.262,-0.056,-0.061
807740245,0.0205,-0.0059,-1.0674,-0.043,-0.239,0.122
807753245,0.0200,-0.0034,-1.0596,-0.104,-0.056,0.183
807766245,0.0195,-0.0088,-1.0684,0.018,-0.178,0.122
807779245,0.0229,-0.0068,-1.0601,-0.104,0.067,0.122
807792245,0.0215,-0.0073,-1.0640,0.018,0.005,0.183
807805245,0.0190,-0.0054,-1.0742,-0.165,-0.483,-0.061
807818245,0.0176,-0.0073,-1.0669,0.140,0.005,-0.000
807831245,0.0190,-0.0073,-1.0527,0.140,-0.300,0.183
807844245,0.0161,-0.0063,-1.0586,0.018,-0.056,0.122
807857245,0.0229,-0.0068,-1.0601,0.079,-0.239,-0.122
807870245,0.0234,-0.0049,-1.0654,-0.287,-0.178,-0.000
807883245,0.0186,-0.0068,-1.0649,-0.165,-0.300,0.122
807896245,0.0254,-0.0059,-1.0713,0.018,0.372,0.427
807909245,0.0229,-0.0015,-1.0669,0.018,-0.178,-0.000
807922245,0.0210,-0.0049,-1.0635,0.201,-0.300,-0.061
807935245,0.0225,-0.0078,-1.0664,0.018,-0.178,-0.061
807948245,0.0142,-0.0044,-1.0610,0.079,-0.239,-0.122
807961245,0.0186,-0.0068,-1.0659,0.079,-0.056,0.061
807974245,0.0210,-0.0078,-1.0649,-0.043,0.128,-0.000
807987245,0.0215,-0.0083,-1.0645,0.079,0.250,0.122
808000245,0.0215,-0.0063,-1.0591,-0.165,-0.300,0.244
808013245,0.0239,-0.0063,-1.0654,0.079,0.005,-0.061
808026245,0.0186,-0.0063,-1.0601,0.079,-0.178,-0.000
808039245,0.0215,-0.0024,-1.0635,0.262,0.128,-0.244
808052245,0.0195,-0.0068,-1.0605,0.140,-0.117,0.183
808065245,0.0181,-0.0039,-1.0688,0.018,-0.056,-0.122
808078245,0.0210,-0.0063,-1.0620,0.262,-0.300,0.122
808091245,0.0190,-0.0068,-1.0649,0.018,0.005,0.061
808104245,0.0176,-0.0020,-1.0581,-0.165,-0.178,-0.061
808117245,0.0215,-0.0039,-1.0640,-0.165,-0.056,-0.122
808130245,0.0195,-0.0098,-1.0698,-0.287,-0.178,-0.061
808143245,0.0200,-0.0059,-1.0605,-0.226,-0.056,0.244
808156245,0.0176,-0.0088,-1.0669,-0.165,-0.178,0.122
808169245,0.0190,-0.0063,-1.0630,0.262,0.005,-0.000
808182245,0.0229,-0.0054,-1.0615,0.079,-0.056,0.061
808195245,0.0195,-0.0059,-1.0586,-0.043,0.189,-0.122
808208245,0.0210,-0.0073,-1.0605,-0.226,0.005,0.122
808221245,0.0166,-0.0054,-1.0654,-0.104,0.128,-0.183
808234245,0.0200,-0.0088,-1.0659,0.140,-0.178,-0.000
808247245,0.0210,-0.0054,-1.0654,0.018,-0.239,-0.122
808260245,0.0200,-0.0078,-1.0659,0.262,-0.178,0.061
808273245,0.0176,-0.0068,-1.0732,0.018,-0.056,-0.000
808286245,0.0215,-0.0073,-1.0669,-0.349,-0.178,-0.061
808299245,0.0181,-0.0073,-1.0630,-0.104,-0.178,0.183
808312245,0.0186,-0.0044,-1.0615,0.201,0.067,-0.061
808325245,0.0176,-0.0024,-1.0679,0.018,-0.239,-0.000
808338245,0.0195,-0.0054,-1.0596,0.018,-0.056,-0.061
808351245,0.0225,-0.0049,-1.0674,-0.043,-0.300,-0.061
808364245,0.0186,-0.0034,-1.0625,0.018,-0.056,0.122
808377245,0.0171,-0.0063,-1.0596,0.140,0.067,0.183
808390245,0.0259,-0.0054,-1.0693,-0.226,-0.361,0.122
808403245,0.0166,-0.0059,-1.0669,0.140,0.067,0.366
808416245,0.0215,-0.0059,-1.0688,-0.104,-0.117,-0.122
808429245,0.0205,-0.0093,-1.0596,0.018,-0.178,-0.000
808442245,0.0220,-0.0044,-1.0664,0.079,0.128,0.061
808455245,0.0176,-0.0083,-1.0537,0.201,-0.239,-0.061
808468245,0.0234,-0.0039,-1.0615,0.018,-0.117,-0.122
808481245,0.0210,-0.0054,-1.0615,-0.043,0.005,-0.183
808494245,0.0215,-0.0093,-1.0640,-0.104,-0.056,-0.061
808507245,0.0229,-0.0059,-1.0596,0.140,0.005,0.122
808520245,0.0205,-0.0039,-1.0610,-0.043,0.189,-0.000
808533245,0.0161,-0.0044,-1.0576,0.079,-0.178,-0.122
808546245,0.0181,-0.0049,-1.0713,0.018,-0.178,0.244
808559245,0.0215,-0.0044,-1.0664,-0.349,-0.056,-0.061
808572245,0.0200,-0.0059,-1.0664,0.079,0.128,-0.122
808585245,0.0220,-0.0044,-1.0640,-0.104,-0.117,0.061
808598245,0.0166,-0.0068,-1.0615,-0.043,-0.056,0.061
808611245,0.0176,-0.0044,-1.0625,-0.043,-0.056,-0.000
808624245,0.0225,-0.0083,-1.0669,-0.165,-0.239,-0.061
808637245,0.0181,-0.0059,-1.0640,-0.226,-0.178,-0.122
808650245,0.0200,-0.0078,-1.0674,0.018,-0.117,-0.000
808663245,0.0186,-0.0103,-1.0659,0.140,-0.239,-0.061
808676245,0.0186,-0.0049,-1.0610,-0.043,-0.117,-0.000
808689245,0.0200,-0.0054,-1.0605,-0.287,0.067,0.244
808702245,0.0200,-0.0073,-1.0620,-0.043,-0.056,0.305
808715245,0.0171,-0.0073,-1.0635,0.140,-0.178,-0.183
808728245,0.0176,-0.0068,-1.0669,0.018,0.128,0.122
808741245,0.0195,-0.0039,-1.0581,-0.226,-0.422,-0.122
808754245,0.0176,-0.0068,-1.0605,0.018,0.005,-0.122
808767245,0.0195,-0.0029,-1.0601,-0.043,0.005,-0.183
808780245,0.0215,-0.0068,-1.0581,-0.471,0.005,-0.000
808793245,0.0215,-0.0088,-1.0645,0.079,-0.178,-0.183
808806245,0.0186,-0.0107,-1.0649,-0.043,-0.178,0.061
808819245,0.0190,-0.0083,-1.0630,0.018,-0.422,-0.061
808832245,0.0171,-0.0034,-1.0625,0.018,0.005,0.122
808845245,0.0195,-0.0039,-1.0635,-0.165,-0.117,-0.244
808858245,0.0186,-0.0059,-1.0654,-0.104,0.189,-0.061
808871245,0.0210,-0.0073,-1.0625,-0.165,-0.239,-0.061
808884245,0.0210,-0.0063,-1.0664,-0.165,0.005,0.244
808897245,0.0161,-0.0073,-1.0659,0.018,-0.361,-0.183
808910245,0.0181,-0.0049,-1.0615,0.018,0.005,0.305
808923245,0.0151,-0.0083,-1.0645,-0.043,0.005,-0.061
808936245,0.0190,-0.0088,-1.0630,0.018,0.128,-0.000
808949245,0.0220,-0.0068,-1.0635,0.079,-0.300,-0.000
808962245,0.0195,-0.0068,-1.0640,-0.104,0.067,0.122
808975245,0.0166,-0.0054,-1.0630,0.079,-0.239,0.122
808988245,0.0210,-0.0044,-1.0688,0.018,0.005,-0.000
809001245,0.0186,-0.0059,-1.0532,-0.165,-0.117,0.061
809014245,0.0229,-0.0044,-1.0625,0.140,0.005,-0.061
809027245,0.0225,-0.0049,-1.0654,-0.043,-0.300,-0.122
809040245,0.0215,-0.0083,-1.0640,-0.165,0.005,0.122
809053245,0.0220,-0.0093,-1.0625,-0.104,0.189,-0.000
809066245,0.0190,-0.0068,-1.0571,0.018,0.067,-0.305
809079245,0.0200,-0.0039,-1.0625,-0.104,-0.178,0.061
809092245,0.0181,-0.0098,-1.0654,-0.043,0.128,-0.000
809105245,0.0195,-0.0054,-1.0610,-0.165,-0.178,-0.061
809118245,0.0176,-0.0039,-1.0625,0.079,-0.056,0.122
809131245,0.0176,-0.0054,-1.0625,-0.043,0.067,0.061
809144245,0.0200,-0.0063,-1.0645,-0.043,-0.178,0.061
809157245,0.0220,-0.0078,-1.0654,-0.043,0.005,-0.000
809170245,0.0215,-0.0098,-1.0615,-0.043,-0.056,-0.061
809183245,0.0166,-0.0063,-1.0610,0.018,0.128,0.366
809196245,0.0176,-0.0059,-1.0630,-0.104,0.067,-0.183
809209245,0.0190,-0.0088,-1.0625,0.079,0.067,-0.183
809222245,0.0215,-0.0059,-1.0601,0.079,0.311,0.061
809235245,0.0225,-0.0044,-1.0635,0.079,0.067,-0.000
809248245,0.0176,-0.0039,-1.0625,-0.043,-0.056,-0.061
809261245,0.0225,-0.0073,-1.0674,-0.043,0.005,0.122
809274245,0.0190,-0.0088,-1.0605,0.079,-0.117,-0.000
809287245,0.0195,-0.0029,-1.0615,0.079,-0.178,0.122
809300245,0.0186,-0.0063,-1.0635,-0.043,0.005,-0.000
809313245,0.0210,-0.0068,-1.0586,-0.043,-0.117,-0.000
809326245,0.0210,-0.0054,-1.0630,0.018,-0.239,0.122
809339245,0.0176,-0.0044,-1.0693,0.079,-0.117,-0.122
809352245,0.0146,-0.0020,-1.0688,0.079,-0.056,-0.183
809365245,0.0161,-0.0059,-1.0615,0.140,0.005,0.061
809378245,0.0205,-0.0073,-1.0684,0.140,0.067,0.061
809391245,0.0176,-0.0059,-1.0625,-0.410,0.128,-0.183
809404245,0.0190,-0.0083,-1.0615,0.079,0.005,0.061
809417245,0.0186,-0.0068,-1.0649,-0.104,0.005,0.061
809430245,0.0161,-0.0039,-1.0703,0.079,0.005,-0.183
809443245,0.0186,-0.0068,-1.0688,0.140,0.189,0.122
809456245,0.0190,-0.0049,-1.0615,-0.043,0.128,0.061
809469245,0.0171,-0.0029,-1.0674,0.140,0.005,-0.061
809482245,0.0195,-0.0059,-1.0654,-0.287,-0.300,-0.061
809495245,0.0220,-0.0059,-1.0605,-0.287,-0.178,0.122
809508245,0.0215,-0.0059,-1.0610,-0.043,-0.178,-0.183
809521245,0.0220,-0.0049,-1.0571,0.018,-0.239,0.183
809534245,0.0200,-0.0088,-1.0688,0.018,0.067,-0.000
809547245,0.0215,-0.0029,-1.0698,-0.043,-0.117,-0.000
809560245,0.0220,-0.0034,-1.0640,0.018,-0.178,-0.000
809573245,0.0254,-0.0024,-1.0645,0.018,0.128,0.122
809586245,0.0176,-0.0039,-1.0581,-0.104,0.005,0.061
809599245,0.0181,-0.0049,-1.0586,0.079,0.128,-0.244
809612245,0.0210,-0.0103,-1.0688,-0.043,0.005,-0.061
809625245,0.0229,-0.0054,-1.0649,-0.104,0.005,-0.122
809638245,0.0200,-0.0068,-1.0620,0.018,-0.056,-0.183
809651245,0.0190,-0.0044,-1.0654,-0.043,-0.117,-0.122
809664245,0.0210,-0.0054,-1.0640,0.018,-0.056,-0.122
809677245,0.0161,-0.0083,-1.0625,-0.104,-0.239,0.061
809690245,0.0195,-0.0073,-1.0635,0.140,-0.056,0.061
809703245,0.0186,-0.0039,-1.0684,0.018,0.005,-0.000
809716245,0.0234,-0.0078,-1.0625,-0.043,-0.117,-0.000
809729245,0.0205,-0.0068,-1.0586,0.018,-0.056,-0.122
809742245,0.0176,-0.0083,-1.0610,0.079,-0.117,-0.061
809755245,0.0195,-0.0068,-1.0635,0.079,-0.178,-0.061
809768245,0.0200,-0.0098,-1.0605,-0.165,-0.056,-0.000
809781245,0.0176,-0.0034,-1.0571,0.079,0.067,-0.000
809794245,0.0181,-0.0063,-1.0664,-0.104,0.005,0.183
809807245,0.0205,-0.0078,-1.0723,-0.165,0.128,-0.061
809820245,0.0195,-0.0068,-1.0659,0.079,0.005,-0.000
809833245,0.0176,-0.0039,-1.0620,0.018,0.005,-0.061
809846245,0.0195,-0.0054,-1.0630,-0.104,-0.056,0.061
809859245,0.0215,-0.0068,-1.0679,-0.104,0.067,-0.061
809872245,0.0176,-0.0059,-1.0684,0.079,0.189,-0.122
809885245,0.0195,-0.0073,-1.0596,0.140,0.189,0.061
809898245,0.0205,-0.0059,-1.0688,-0.043,0.005,-0.000
809911245,0.0166,-0.0049,-1.0669,-0.104,0.128,0.244
809924245,0.0205,-0.0083,-1.0562,0.018,-0.117,-0.061
809937245,0.0215,-0.0083,-1.0718,-0.226,0.189,0.061
809950245,0.0156,-0.0039,-1.0576,0.201,-0.117,0.061
809963245,0.0181,-0.0049,-1.0664,-0.165,-0.117,-0.061
809976245,0.0220,-0.0044,-1.0684,0.079,0.128,-0.183
809989245,0.0176,-0.0005,-1.0640,-0.287,-0.056,0.183
810002245,0.0200,-0.0098,-1.0654,-0.043,-0.056,0.061
810015245,0.0220,-0.0078,-1.0635,-0.043,0.067,-0.061
810028245,0.0171,-0.0093,-1.0635,0.079,0.005,-0.000
810041245,0.0166,-0.0068,-1.0728,0.018,-0.300,-0.183
810054245,0.0205,-0.0034,-1.0601,-0.043,-0.056,0.183
810067245,0.0195,-0.0039,-1.0620,-0.104,0.005,0.061
810080245,0.0186,-0.0073,-1.0654,-0.104,0.067,-0.061
810093245,0.0225,-0.0049,-1.0620,-0.043,-0.056,0.061
810106245,0.0190,-0.0078,-1.0630,0.140,-0.056,0.061
